Entrez	syn.z_score
374969	-0.23945
79987	-0.48206
258010	-0.58598
55530	0.043605
136306	-0.58882
23075	-0.046308
375757	-0.12094
126074	0.55925
54823	0.038703
55638	0.50898
93426	-0.15489
100130958	-2.1672
256126	1.129
644186	0.37168
342898	-0.36399
6847	-0.4375
10388	0.33459
221711	0.8797
50511	0.5008
85360	-2.7838
84144	-0.51706
25949	-0.0050603
6850	0.23832
8189	-1.1379
6854	0.052906
8224	1.1068
81493	1.2103
10492	0.041906
79953	0.35834
646658	-0.23166
23345	1.5392
23224	1.1031
161176	-0.18528
163183	-0.29549
8831	2.77
9145	0.25774
9144	-0.183
9143	-2.604
23546	0.62956
8867	0.57983
8871	0.79398
55333	1.0142
100529257	0.36897
23336	-1.5675
11346	-0.32626
171024	0.4528
79933	-0.68352
132204	-0.27502
11276	1.0244
6856	0.16295
284612	-0.23313
90196	-0.34456
6857	1.5805
341359	0.17957
23208	0.7612
91683	0.52639
57586	-0.26832
83849	3.0225
83851	0.025068
51760	0.37539
127833	1.4423
84258	0.37398
6860	-0.35598
6861	-1.0868
148281	0.1601
9066	0.56281
143425	-0.64295
84958	-1.3462
94120	-0.52894
84447	-0.16608
26099	0.39622
23334	1.5266
134864	-0.64437
9287	0.0038702
9038	-1.0903
319100	-0.78338
83551	0.13592
134860	-0.072548
10454	0.15222
23118	0.11019
6863	0.073115
6866	0.55676
6867	0.38281
10579	0.45439
10460	-1.8491
51204	0.29602
6869	0.91773
6865	-0.023439
6870	0.1362
4070	-1.0143
117143	1.0085
6871	-0.018799
93624	-0.45891
10474	-0.042768
6881	-1.8811
6882	1.19
6883	0.312
6884	-0.43146
8148	-0.32513
9015	0.14
9014	0.45504
9013	-3.6754
79101	0.233
138474	1.2024
6873	0.33871
83860	-0.28927
6874	-3.548
6875	0.37376
6877	-0.29937
27097	0.65506
6878	-1.093
10629	-1.4594
6879	1.2725
129685	-0.3129
6880	0.99862
407738	0.27618
338811	-0.51556
284467	0.14591
151647	0.0012328
25817	-1.6453
117289	0.70743
6876	0.071551
8407	1.4367
29114	0.30124
6886	-1.4781
6887	0.53231
6888	-1.0524
160622	-3.554
85461	1.6822
26115	1.0242
128989	0.46058
79613	0.88554
10010	1.0713
57551	1.4762
9344	-0.48808
51347	1.2753
6890	1.637
6891	1.9836
6892	1.2406
55080	0.53704
202018	-1.8935
6894	-1.7341
6895	0.33844
23435	0.24967
441864	0.59918
445347	-0.040427
6897	-0.2233
80222	0.40097
123283	-2.1916
80835	0.57823
80834	0.27088
83756	-4.8915
50834	-0.015022
50839	-0.37575
50838	0.20154
50840	0.26788
50833	-0.55289
259294	0.66559
259295	-0.13203
50831	-0.57352
259293	-0.56658
259290	0.0011281
5726	0.7104
259285	1.2162
50832	0.6875
259286	0.26491
259287	0.40796
353164	0.10746
259289	-0.7562
259292	-0.10474
54429	1.1597
259296	-0.42509
338398	0.45537
50837	-0.37046
50836	-0.47634
50835	-0.70004
23272	0.21409
55617	0.48311
6898	0.70804
83940	-0.54846
9797	-0.69847
128387	0.61137
8887	-0.67129
30851	-0.53134
219793	-0.37434
23216	0.41635
83874	-0.010826
26000	-2.4714
374403	-1.5568
23232	-2.2655
54662	0.99651
57533	-0.6061
64786	0.33298
125058	-0.89289
79735	-3.0934
55296	-0.30835
55357	0.90205
128637	0.022419
161514	0.55332
25771	-0.63272
55633	1.1146
55773	0.069688
57465	0.32209
254272	0.75574
26083	0.79164
23102	-0.45548
23329	1.8345
93594	0.70395
221322	-0.16767
414059	2.5387
84218	0.7625
101060376	1.8657
9882	0.74532
9779	0.36914
51256	0.062574
107080638	0.062574
11138	0.83653
23158	0.10137
23061	0.17801
6902	0.38009
1155	-2.4524
6903	-0.42542
55171	0.33894
6904	-1.5853
6905	0.62049
219899	0.99003
116804918	1.6458
93627	-0.5399
29110	0.88329
79718	-0.30009
26608	0.034531
10607	-2.6743
6908	-0.58727
9519	0.59233
387332	0.2033
10716	-1.0796
84897	0.60487
9238	-0.33289
6899	-3.6039
347853	0.17765
6913	-0.084833
9096	-0.80825
9095	0.59588
6909	-3.988
57057	1.0728
30009	-0.26821
6926	-2.3154
9496	-0.12795
6910	-0.64064
6911	-0.2204
6915	-1.1581
6916	-0.12073
6862	1.1598
123036	-0.096801
9747	0.16803
285966	2.4771
285343	1.1889
8557	-0.17537
6917	0.55709
6919	-0.04144
6920	-0.060187
127428	0.80395
10915	-0.27395
256536	-1.8972
6938	-0.33838
6939	-3.2947
6941	0.17537
6942	-1.5561
6943	0.93936
150921	-0.19328
100129654	-1.6982
22980	-2.5666
6929	-4.6748
6925	1.4795
6932	-1.9621
83439	-0.76118
6934	-2.5135
10732	-3.0831
7062	-1.9649
126637	-0.21167
84260	-0.14018
56892	-0.99254
10312	-0.84343
8115	-0.11256
9623	-0.70863
6947	0.77466
6948	-2.0781
6949	-0.41512
6950	0.58985
140290	0.3645
6954	0.43177
55346	1.3415
255394	1.4621
6988	0.36121
202500	1.479
79600	0.6284
79867	1.3102
26123	0.82321
6996	1.3202
6997	1.1139
6999	-0.69541
55775	0.39112
51567	-0.80697
56165	-0.19751
126668	0.58662
91646	1.0574
81550	0.54155
163589	0.65062
221400	-1.3478
23424	1.4416
122402	-0.22465
11022	1.364
157695	-2.575
7003	-0.12663
8463	0.31711
7005	0.60485
7004	0.70357
7006	0.46873
25851	-0.7264
9895	0.14136
9524	-0.085796
253017	0.16358
7007	1.3118
6975	-0.15747
283643	-3.5347
80178	-2.3925
127670	0.39088
7008	-0.41688
79736	0.48912
7010	-1.472
83659	0.1275
27285	1.213
64518	0.93617
150483	-2.2988
146279	-1.1915
9894	-2.1811
100134934	0.22095
57451	1.698
55714	0.76415
26011	0.95722
167153	-0.5365
11044	-1.2495
64282	-0.14757
55603	-0.49219
115572	0.21685
54855	0.2577
7011	1.1786
374739	-0.17601
146705	-2.1688
283847	1.2059
145645	0.091235
7013	-0.00083223
7014	-0.9431
54386	-1.3923
7015	-2.5415
26136	0.69359
54997	-0.20721
7016	0.84027
10420	1.1074
9633	-1.7891
9840	0.32795
80312	1.3554
54790	1.3445
200424	-1.0894
54881	0.40195
83639	1.3429
56158	-0.087556
56155	0.69194
56154	-0.30238
400629	0.075081
55852	0.78415
647310	-0.73749
122046	-0.91515
113419	0.42282
51368	0.66248
121793	-0.14343
93081	0.80106
339669	-0.88179
84066	0.58905
387718	-0.2894
200523	-0.090749
374973	-0.10356
389320	-0.17817
165100	0.45008
374877	-0.5852
729059	1.0636
219557	0.86428
100505478	0.44252
730159	0.76171
101929469	-0.7661
152405	0.53535
7018	0.41731
7019	-0.85692
7020	0.23073
7021	0.19786
7022	-0.95998
83741	-0.56498
339488	-2.9547
7023	-1.4158
51106	-0.25961
64216	-0.0928
7024	0.7021
29842	-0.11531
7027	0.63759
7029	0.90357
7942	0.17103
22797	0.37841
7031	-0.055807
7032	0.11675
7033	-0.39481
10342	-0.44451
24144	0.29257
7035	0.98076
7980	-0.18492
29844	-0.54567
7036	-0.26434
7037	-0.50525
7038	-0.02058
23483	1.0534
7039	0.32668
7040	-0.44888
7041	0.73086
7042	0.45081
7043	1.2811
7045	0.020023
7046	-0.08184
7048	0.11457
7049	0.83215
100507588	-2.378
9392	1.4073
7050	0.5723
60436	-0.086492
100527943	0.36418
7051	0.87127
7052	0.41117
7053	-0.025904
7047	0.30774
9333	0.7169
343641	0.27008
116179	0.69129
10618	0.49829
96764	0.045729
7054	-1.6511
63892	-2.8973
55145	0.62563
56906	0.37493
57215	-1.692
5612	1.4787
83591	0.80729
51078	-0.57339
168451	1.3588
152815	0.20933
80764	-1.7979
199745	-1.1419
79725	1.6094
7056	-3.3335
7057	2.4889
7058	0.26649
7059	1.807
7060	0.50344
51298	-1.3281
100507527	-0.16828
100506564	0.81127
117145	-0.28646
284486	1.4246
51337	-3.5022
9473	0.56267
54974	0.22849
79896	0.48919
55258	0.32495
9984	-0.77092
84321	1.7433
8563	1.2365
79228	-0.27857
80145	0.060367
7064	-0.19712
7066	0.18821
7067	1.086
9967	0.9259
7068	0.20924
7069	0.58691
55901	0.8192
221981	-3.8172
80731	-0.88883
79178	0.632
55623	-0.46258
80745	-1.3545
25917	0.41233
7070	0.84183
29087	-0.54677
7072	0.41278
9220	0.7554
7073	0.37902
26230	1.3998
148022	-0.76489
353376	-0.50752
90381	-1.3466
7075	1.1622
92610	0.48488
497189	-0.95006
57103	0.84546
200765	-0.75182
166815	0.73528
220359	1.1614
201798	1.0677
84948	-5.5312
81789	1.5192
91151	0.10742
201633	-0.11717
91937	-0.93888
8914	0.63314
26519	0.39293
26515	-0.69637
26517	-1.2168
10440	-0.23532
29090	-0.043124
29928	-0.10953
100287932	1.0687
100652748	0.93901
90580	-2.7095
10469	0.35805
92609	0.0046544
26521	-0.59041
26520	0.067863
51300	0.18122
7077	-0.43545
7078	-0.24444
7079	-1.0294
27283	-1.3993
64129	0.6221
26277	0.23395
25976	-0.4824
54962	1.3515
261726	0.36999
114609	0.070222
7082	0.12904
9414	-0.005639
27134	-0.61107
7083	-0.77872
7084	-0.19219
26007	0.39562
7086	0.051106
84076	1.5469
116238	-1.4034
727910	-0.54362
79850	-0.47326
148534	0.16195
100527978	0.034618
219902	0.68717
140711	-0.59012
7088	-1.0553
7089	-2.4428
7090	-0.64545
7091	0.6844
166	-0.89801
79816	-2.2507
9874	-0.27726
11011	1.4815
7092	-0.26006
7093	1.0514
7094	2.7697
59274	-5.1707
7096	0.84718
81793	1.8653
7097	1.3488
7098	0.61925
7099	0.67747
7100	0.96695
10333	0.39787
54106	0.81137
3195	-1.4054
3196	-1.7091
30012	-1.9912
83941	0.49935
83877	-0.27635
80213	-0.54556
4071	-0.37471
116441	0.26943
116211	0.28459
79853	0.48564
7104	-0.65617
9032	0.20966
53346	-0.24386
53345	0.063051
7108	-0.9864
51768	-0.098525
10548	1.009
9375	0.71233
56889	0.2722
9777	1.1991
55319	0.41497
51372	-0.96778
64114	-0.68186
51643	-0.49116
7009	1.2081
117531	0.22101
117532	0.9252
342125	0.65096
147798	-1.1715
79838	0.15519
11322	-1.7687
79905	-0.032806
147138	-0.23359
23023	1.2316
9911	1.2971
57458	-0.12014
54499	0.0294
127391	0.053962
55002	-0.75605
255104	1.136
145942	-0.72169
55374	-0.069353
11018	-0.62172
10972	0.075646
10959	-0.060507
23423	0.46469
222068	-0.23336
50999	0.35602
146456	0.30135
51014	-0.83519
100302736	-0.83598
283578	0.49662
54732	-0.97025
8577	-0.76132
23671	0.33646
55273	0.62659
84336	-0.80288
284114	0.22047
54868	-0.46109
113277	1.5969
54664	-0.67334
79022	0.15814
84314	0.53773
66000	1.0048
79073	0.89158
8834	0.073389
11070	-0.62827
89894	0.91791
84216	0.20925
338773	-0.26148
83862	-1.8991
144404	-0.97182
80757	-2.3813
27439	-5.377
114908	-1.389
128218	-0.31277
84233	0.73211
55863	-0.57223
55654	-0.64139
85013	-1.4052
92305	-2.2828
222865	-0.87363
23505	0.027147
23240	0.57044
54972	0.040041
114795	1.0519
92293	-0.94803
121256	-0.47901
124842	-1.1516
80194	-2.563
65084	-0.09537
51524	-0.12324
135932	1.0235
55281	0.29039
85014	-1.6263
55260	-0.81325
55314	-0.57208
284339	0.59575
10430	-0.15728
28978	1.108
81853	0.86413
51522	-0.065918
129303	1.0122
284417	-0.049635
441027	0.76288
256472	-3.4964
441151	-1.6456
201799	0.91387
80008	-0.74072
25907	-4.0727
54958	-3.3042
54929	-0.77707
153396	1.1806
81615	-0.44825
55858	-1.158
153339	0.64028
56900	0.55155
64418	0.85373
92691	0.63549
200728	-0.58951
124491	-1.9455
100113407	-0.053235
134285	0.7405
134288	-0.073741
84286	-1.0058
55365	-0.34071
28959	0.62277
80775	0.21124
130733	-2.4071
100507421	0.25448
388021	-0.14735
374395	-2.1201
129787	-1.1294
57583	-0.47105
130827	-0.035335
92703	0.20459
202915	-1.0278
25829	-0.38299
55751	1.6456
79134	-1.4082
25880	-0.44258
55266	0.085422
147744	-0.029677
728229	1.0084
645426	-0.12925
201931	0.78169
256130	-1.1668
130612	-0.97591
147007	-0.89681
114801	0.45899
399474	-2.1531
645369	-2.6947
199953	0.22676
338949	0.16043
94107	-0.37973
79652	-0.53889
374882	0.94882
131920	-0.1253
29100	-0.46679
84928	0.18334
100505993	-0.20956
255349	-0.12875
389177	0.55884
155006	-0.39999
54867	0.55248
401498	0.49162
51259	1.1909
219854	0.35918
124446	0.80804
388335	0.18642
100130519	-1.1672
84065	-1.1326
79064	-2.0921
338661	-0.11761
100289187	1.0717
730130	-0.97513
161145	-0.13671
29058	0.36792
79583	-2.463
642987	-1.2803
387890	-0.045994
56063	-0.29263
653567	-0.13655
65062	0.97752
388564	-0.18489
100288797	-0.83168
339453	-0.8059
85019	0.85508
729515	1.1427
79161	-1.3125
253582	0.50041
23731	-3.4802
388946	0.45167
55069	-0.90429
84866	0.45032
90120	-2.0243
26175	0.72248
169693	0.075085
643382	0.73435
80195	-0.41846
348013	-0.29857
254863	-0.47018
746	0.068141
91304	-4.31
219623	-1.2562
54916	-0.46622
100130348	0.37234
90488	-0.051202
100862671	0.32292
123591	-0.73788
64417	0.36174
203197	-0.29562
100129924	0.4854
135886	0.34228
170371	-0.023238
55754	0.96712
161291	-0.96403
55161	0.36022
100506144	-0.31426
140738	-0.59175
79041	-0.58964
55151	0.1555
55254	1.1977
55116	-0.19732
55287	0.3051
90407	0.19972
440026	-1.3823
131616	-1.8563
79188	0.73212
93109	-2.0939
55076	-0.061842
120224	-0.32873
23585	0.13061
757	-0.21275
55092	0.097819
339456	-1.1732
120939	-0.59408
79639	0.75986
113452	0.29049
9528	-0.10098
25789	-1.5593
85025	0.31183
199964	0.77854
80021	0.25799
9725	0.27603
55362	0.34926
57156	0.83653
169200	-1.8422
157378	-2.2542
91147	0.7281
137695	0.067317
51249	1.196
54968	-0.72909
137835	-0.027799
643236	-0.39013
157753	-0.11939
55321	-0.15044
84283	0.68541
283232	0.026224
388730	-0.069825
388595	-0.84964
144110	0.42511
255043	-1.9688
25963	0.30225
84910	-0.37454
92162	-2.4072
643965	-4.112
440955	0.032151
51754	0.30527
252839	0.50749
641649	0.99213
162461	0.15412
9772	0.13827
339168	0.43909
27346	0.70305
26022	0.52716
56674	-0.80447
7110	-0.17554
259236	0.37192
388364	0.16639
126259	-1.4306
57413	0.77458
7111	0.098874
29767	1.2996
29766	0.12315
29765	1.3798
7112	-1.2004
643853	0.62192
339967	0.12177
132724	0.91721
9407	-0.16993
28983	0.77591
389208	0.32487
283471	0.37137
84000	0.60002
5651	0.0479
7113	0.25277
64699	-0.17814
56649	0.53818
80975	-1.4315
164656	0.26062
9168	0.54805
83857	-0.42893
160335	-0.067918
160418	0.90416
84899	0.64714
83590	-1.2243
79089	-0.43117
81542	-0.48165
51075	-0.78883
54495	-0.54515
56255	-0.61785
3371	2.3563
7124	0.60447
7126	0.23395
7127	-0.8631
7128	1.5073
7130	0.17527
25816	-0.22957
126282	-1.1277
79626	0.77701
100534012	0.56648
388121	0.32184
8797	-1.1088
8795	-0.19125
8794	2.7081
8793	0.40065
8792	-0.26848
4982	0.20113
51330	-1.8593
23495	-0.72048
115650	-2.4387
8764	-0.24314
608	-0.58429
8784	-1.294
55504	0.32486
7132	-0.95057
7133	0.19198
27242	0.73057
8718	-0.58337
7293	-2.3325
8771	-4.287
943	-0.62298
3604	-0.70006
8743	0.3449
8600	-1.2047
8742	-1.0674
407977	-0.788
8741	0.54553
10673	0.50475
8740	0.52947
9966	-0.12838
8995	0.40615
7292	0.92483
944	0.30947
8744	-1.3161
23043	0.18218
10318	0.49591
79155	-1.4775
79931	0.31423
10188	-4.3996
8658	-3.4717
85456	0.58758
80351	-0.60855
63923	-0.58411
7134	-0.1382
7125	-0.0098424
7135	1.1987
7136	-1.2611
7137	-0.78519
51086	0.47598
7138	-0.25675
7139	0.48009
7140	-0.30283
7141	0.49999
7142	-0.96636
3842	0.35627
30000	0.0012772
23534	1.6581
7143	0.61034
84629	-10.583
27327	0.27419
23112	0.38961
57690	0.34035
7145	0.23568
23371	0.54938
64759	-0.75178
84951	-0.41996
7148	0.76581
10140	0.19423
10766	1.2417
114034	1.3915
23116	0.49222
165186	-1.8549
54472	-0.36299
10043	0.067801
10040	0.925
146691	0.18646
9804	0.14665
387990	-0.99003
56993	-0.79911
10953	-0.21361
10452	-0.75453
84134	0.34446
401505	0.069931
100188893	-0.39574
54543	-0.45809
9868	0.16022
120356740	0.52297
4796	-2.3242
7150	1.3289
116447	-0.17301
7153	1.2729
7155	-0.056872
7156	0.29703
8940	1.4399
375337	0.19664
11073	0.68244
10210	0.17822
1861	-0.034383
26092	-0.21993
163590	0.27653
27348	0.29487
27433	-0.70482
64222	-0.80588
54863	-4.5148
9760	1.0491
84969	-0.045812
27324	-0.67992
9878	0.42178
7157	0.95837
63970	-1.3055
7158	1.3639
7159	1.0007
9537	0.362
90313	-1.38
9540	1.6361
94241	0.46275
58476	-1.3024
112858	-0.14215
27296	0.77586
8626	0.32035
7161	-1.2981
7162	-2.7821
100507050	-7.5245
53373	0.12899
219931	0.19659
7163	0.49173
7164	0.84074
7165	-0.082288
89882	-0.52042
91978	-4.4365
25941	0.63286
7166	1.2789
121278	0.10964
7167	0.31324
27010	-0.03438
7168	-0.023493
7169	0.14022
7170	0.99261
7171	-0.2921
7172	1.4115
7173	-0.27418
1200	0.78966
7174	0.6433
11076	-0.78735
122664	0.23506
51673	0.64088
7175	-0.45543
131601	-0.22167
285386	-0.33199
127262	-1.9343
51002	0.17418
286262	-4.1855
284355	-1.432
7177	-0.37195
64499	-0.27576
23430	-1.7419
25823	-4.1299
8460	0.43915
8459	-0.1128
7178	-0.90595
7179	0.30609
102800317	-0.085547
22974	0.9294
29896	0.047632
6434	0.41653
80305	-0.6734
129293	-0.30327
388630	-0.14169
8717	-0.80612
7185	0.73148
7186	-1.489
7187	0.93546
26146	0.095069
10758	0.80757
80342	1.1006
9618	0.25343
7188	1.5757
7189	1.5437
84231	-1.251
10906	1.5349
10293	1.5296
22906	0.43938
66008	0.4685
23471	-1.35
133022	-0.54167
9697	0.63002
9881	0.80665
10131	-3.355
58485	-0.29585
7109	0.53093
60684	0.66465
51112	-0.97842
80006	0.4959
55262	-2.2392
10597	0.6491
27095	1.1971
100128327	0.083769
51399	-0.94127
126003	-1.0813
79090	-0.40438
122553	-0.30726
22878	-0.76505
83696	-0.21165
286753	-0.1397
50852	0.1591
1787	-0.62912
10345	-1.5381
11181	-1.3473
54210	0.41233
54209	0.80451
79865	0.69051
285852	-0.071339
55809	0.20318
11277	0.38595
7200	-0.090707
29953	-0.49946
7201	0.23426
51499	0.11202
10221	-1.4925
28951	0.43107
57761	0.65001
9865	-2.9181
10107	-0.23892
81559	-0.75141
10206	-0.4088
9830	-2.4016
89870	-0.39269
10626	1.6537
147166	0.89765
51127	0.42357
23321	0.63541
6737	-1.1933
10346	-0.16757
373	0.37348
8805	-0.22078
7706	0.386
7726	0.42192
5987	-0.040004
10155	-4.0768
23650	0.066058
10612	0.35881
11074	1.6299
22954	0.88128
51592	-2.6025
53840	0.49396
23087	-0.29081
55521	-0.50452
4591	0.39629
10475	0.67863
56658	1.8082
202658	1.4333
89122	-0.22732
135644	0.63757
90933	-1.3973
287015	0.36175
129868	1.5349
653192	1.0601
54765	-0.50067
80263	1.3805
80128	1.3318
91107	-1.7354
79097	-2.6937
57093	1.3568
283116	-0.86727
642612	2.379
85363	-0.75971
135892	-1.0533
84767	0.08468
57159	0.08232
84675	0.50315
81844	-1.3575
25893	-1.4771
286827	-0.028909
117854	1.0714
445372	0.97594
166655	0.7468
391712	2.6558
55223	-0.23181
84676	-0.1552
642446	4.6439
646754	-1.2575
201292	-2.6949
9866	0.90516
440730	-1.6127
55128	0.44437
140691	0.5456
81786	-2.6204
131405	-2.9179
493829	-2.2051
375593	2.7875
378108	2.3113
390231	0.6622
81603	0.098638
114088	0.5727
339976	-0.3839
205860	0.79537
7204	-2.0975
11078	1.2711
9322	0.14829
9321	1.031
9320	0.061642
9319	0.12328
9325	-0.77173
7205	0.33413
286144	0.05727
79002	-1.9212
54802	1.1118
51531	-1.0908
55621	-0.34962
93587	1.6943
158234	-0.099301
54931	0.92442
60487	0.68704
51504	-0.099176
55039	1.0951
81627	0.62479
27037	-1.5717
152992	0.054339
57570	0.84128
51605	0.048466
115708	-0.15957
55006	0.4417
57604	-2.6858
55687	-1.3304
54952	-0.38262
388610	-3.3168
51095	-0.67209
10024	1.3398
8989	0.48399
7220	1.6895
7222	0.7666
7223	-0.24353
26133	-0.29466
7225	0.074749
57113	0.16563
4308	1.1415
7226	-1.5148
80036	1.501
54795	-1.0909
29850	-2.8725
140803	0.25117
54822	0.88363
79054	0.51557
7227	0.92413
83707	-0.41044
7442	-1.5716
51393	0.30678
162514	-0.06249
59341	0.7299
56302	-0.44019
55503	0.99328
8295	0.62813
142940	0.056737
26995	-0.49883
128229	0.32887
10665	1.335
7248	1.748
7249	-4.9417
8848	-1.6946
81628	-0.94141
116461	0.21053
80746	0.43312
79042	-1.3487
283989	-1.1062
10102	-0.70536
7251	-0.11635
80705	1.5423
114960	0.11434
7252	0.25183
7253	0.51781
10194	0.31624
128553	-0.2203
57616	0.12918
60385	0.29041
25987	0.56903
85480	-1.457
7247	-0.041218
203062	-1.1343
7257	0.59249
55815	0.10784
10103	0.31559
441631	0.1992
23554	0.66228
27075	-0.84738
81619	0.19297
23555	-0.42506
26526	0.29248
26262	0.38617
90139	0.0011956
144448	-0.24157
10100	-0.96145
10099	-1.2892
6302	0.38529
10077	-1.0182
340348	0.74626
7106	-1.6816
10098	0.66229
7103	0.065338
10867	-0.99787
54084	-0.27028
706	-1.4236
222642	0.81188
9256	1.1802
7259	-0.99198
23270	0.055593
85453	-2.4797
388951	-0.98692
55720	0.0095932
115939	-1.7521
10078	-2.4725
83942	0.51569
23617	0.070834
81629	-0.23185
283629	0.70492
83983	-1.1778
7263	-0.81585
100131187	-0.71795
158427	0.88394
100130890	-0.91476
84630	-1.647
146057	0.58283
7265	-0.012634
54970	0.73059
79573	-0.13124
151613	-0.55975
158248	0.69983
55761	0.26022
54902	-1.6167
199223	1.4723
79809	0.78902
55001	-1.6749
64927	0.22754
164118	0.72733
79989	1.1327
55622	-0.69606
83894	0.057626
92104	0.1909
150737	0.21816
64427	1.1062
130502	-1.1496
23548	-0.029523
100287898	-1.4405
143941	-1.3969
9652	1.2722
55020	-0.20851
22996	0.5467
125488	0.1361
7268	1.0134
91875	0.61176
57217	-1.2192
145567	0.63988
123016	1.207
23508	-1.4636
148014	-1.3222
283237	-0.056893
7270	0.56132
8458	1.2339
9675	0.20639
80185	0.45894
7272	0.65592
150465	0.22848
25809	-0.20768
254173	-1.3192
100506376	-0.17827
158135	-0.73654
23170	-2.3279
83887	0.21214
9654	1.0432
23093	1.1162
284076	0.72837
79739	0.28017
7273	7.0041
7274	-1.2038
79183	0.28129
7276	0.047231
57348	-1.9511
94015	1.081
80727	-2.7625
7275	-0.85766
7846	0.8031
10376	0.52036
84790	1.3848
7278	-0.44304
113457	1.684
112714	1.8523
7277	0.86569
80086	0.4108
51807	0.57456
79861	0.38037
203068	0.82376
81027	0.8655
7280	0.65259
347733	1.7557
10381	-1.5886
10382	0.029119
10383	-4.3734
84617	-0.02935
347688	-2.203
51174	0.71575
51175	0.31583
7283	1.3391
27175	0.62857
10844	-0.56539
10426	0.48975
27229	0.72862
114791	-0.38429
85378	-2.7104
7284	0.70311
7286	0.28327
7287	-0.34999
7288	0.4258
7289	0.71922
56995	-2.1835
286319	-5.2478
11334	-0.75504
7991	-2.3468
64852	0.29849
23318	1.5765
79670	1.4176
780776	-0.45331
51030	0.81348
201158	0.87909
5756	1.403
11344	0.83772
7291	-2.6565
117581	-0.55621
56652	0.56696
57045	0.64363
7294	0.47805
200081	0.41685
167838	0.62305
7295	-0.065532
25828	-0.17916
51061	-2.1464
51060	1.2399
79770	0.40145
57544	-0.075814
84817	-0.29441
84203	1.3272
81567	-0.74759
255220	-0.44781
10190	1.2198
10628	-2.0519
9352	0.56307
10907	-0.87329
54957	0.10563
7296	-0.2083
10587	-0.67551
114112	0.58153
7297	0.1738
1890	-2.6138
7298	-1.3815
7299	-0.75169
7301	1.5307
7305	-0.11274
7306	-1.0558
219743	-1.9034
55253	1.3489
441250	0.92765
127253	0.38561
129450	0.86609
199746	0.18188
11338	-0.93366
23350	-0.3159
55075	0.8585
6675	0.6054
91373	-1.3408
10054	-0.51565
9039	-1.0728
79876	0.57847
7311	0.78531
55236	0.42045
7318	1.7096
10422	-0.42269
337867	0.094195
124402	-3.2061
283991	-1.6928
51271	0.84013
390595	-1.3301
55833	0.35323
9898	1.3375
53347	-0.075925
84959	0.57906
7314	-2.7032
7316	-4.8364
10537	0.31537
7320	-0.92355
11065	0.56492
7321	-0.31998
7322	-0.16021
7323	0.43653
51619	0.65526
7324	0.086591
7325	-1.273
10477	0.4306
140739	1.0403
7326	-0.75029
7327	-0.70208
7328	1.0393
7329	-1.1513
51465	0.61823
118424	0.31608
3093	-0.34885
7332	1.4989
171222	0.64528
9246	0.70403
9040	-0.41193
7334	0.17857
63893	0.12536
55585	-1.111
92912	0.16272
134111	-0.37075
54926	0.68435
27338	0.24298
29089	0.57263
148581	0.48931
7335	0.41117
7336	-1.0264
55284	0.2222
65264	-0.81447
7337	0.84917
89910	1.076
9690	-0.064336
90025	-0.057604
9354	1.6218
10277	1.1052
56061	-0.72326
29914	-0.14842
5412	0.044726
164153	0.17609
59286	0.84357
84993	1.3202
134510	0.1628
29855	-2.9814
254048	-1.0051
22888	0.26089
7342	0.45268
29979	0.047751
50613	-0.47383
56893	1.2276
143630	-0.13771
197131	0.97817
23304	1.0038
130507	0.48088
23352	1.3843
51366	0.98893
55148	0.16759
80019	0.9535
92181	0.18084
7343	-0.95375
642623	1.6886
51035	-0.99661
127733	0.49489
165324	0.07623
137886	-0.51181
23190	0.17379
80700	-2.0507
26043	0.30289
7993	0.012779
7345	-1.6148
7347	0.14311
51377	0.7429
83549	-0.63256
7371	0.19092
54963	-2.9947
221044	-0.27663
7349	-0.34642
90226	-0.25087
114131	-0.101
7350	-0.0014489
7351	1.0147
7352	-0.2802
55293	0.070735
51506	1.1421
7353	0.89436
23376	-0.37571
51569	0.41069
402682	-2.5292
55325	0.83661
7357	-0.99695
7358	1.4538
56886	1.2874
55757	0.16903
7360	0.095174
54658	1.0369
54575	-0.7612
54659	0.21755
54657	-0.18885
54579	0.50999
54578	0.84361
54577	-0.35241
54576	-0.52934
54600	-0.46431
574537	-0.70998
79799	-0.9192
7365	-0.93273
10720	-2.4105
7366	-0.60178
7367	1.4897
54490	-0.28687
7363	-0.51852
7364	-0.27691
133688	-0.42085
167127	0.067507
7368	1.0556
127933	-0.94644
29128	0.10914
54887	2.0442
23074	0.42121
115426	-1.3022
51720	0.721
80329	-1.0147
80328	0.61015
79465	0.41232
8408	-3.9972
9706	0.1619
25989	-0.98309
54986	0.81995
7369	-1.7352
89766	0.48537
7372	0.89665
9094	-0.6337
84747	-1.4034
23025	-1.4206
440279	-1.2568
201294	0.13408
55898	0.7617
146862	0.52925
25972	0.18011
90249	1.103
219699	-0.88527
8633	-0.27472
222643	0.37457
137970	0.20304
285175	1.379
54346	-0.43692
81622	-1.9315
340260	-5.5525
7374	-0.44127
85451	-0.1603
64718	-5.074
51733	0.086506
5976	-0.24933
26019	-0.58185
65110	-1.6273
11045	0.42495
7348	1.8698
7379	0.15413
7380	-0.26071
105375355	-0.13866
100134938	1.1353
107983993	1.4673
7378	0.24646
151531	1.0463
55245	0.80417
84300	0.53819
790955	-0.064274
29796	-0.15179
10975	-0.14854
7381	0.46061
7384	-0.53372
7385	0.35732
7386	1.1309
