Entrez	Chrom	Start	End	GeneSize
574469	19	53695213	53695293	80
57447	14	21016763	21070872	54109
574470	19	53697533	53697617	84
574471	19	53698385	53698471	86
574472	19	53700015	53700101	86
574473	19	53701227	53701287	60
574474	19	53702737	53702819	82
574475	19	53706252	53706336	84
574476	19	53707453	53707539	86
574477	19	53708735	53708835	100
574478	19	53711002	53711088	86
574479	19	53712268	53712354	86
57448	2	32357023	32619571	262548
574480	19	53713347	53713434	87
574481	19	53716594	53716680	86
574482	19	53720096	53720182	86
574483	19	53721076	53721142	66
574484	19	53722166	53722255	89
574485	19	53725442	53725526	84
574486	19	53726922	53726986	64
574487	19	53729838	53729925	87
574488	19	53731006	53731090	84
574489	19	53734877	53734963	86
57449	1	6467122	6520074	52952
574490	19	53736845	53736934	89
574491	19	53739333	53739419	86
574492	19	53741313	53741407	94
574493	19	53742512	53742599	87
574494	19	53748636	53748722	86
574495	19	53751211	53751297	86
574496	19	53752397	53752481	84
574497	19	53754018	53754102	84
574498	19	53756741	53756830	89
574499	19	53761133	53761222	89
5745	3	46877721	46903799	26078
574500	19	53762344	53762430	86
574501	20	34990376	34990497	121
574502	X	50008431	50008514	83
574503	X	50009722	50009805	83
574504	X	50014598	50014683	85
574505	X	134540508	134540607	99
574506	X	134546328	134546398	70
574507	X	138667711	138667793	82
574508	X	139924148	139924231	83
574509	X	147213463	147213591	128
57451	5	166979029	168264157	1285128
574510	X	147225826	147225952	126
574511	X	147230720	147230843	123
574512	X	147230984	147231077	93
574513	X	147236913	147237027	114
574514	X	147260532	147260625	93
574515	X	147272335	147272408	73
574516	X	147279247	147279344	97
574517	X	147281943	147282030	87
574518	X	147284641	147284728	87
57452	14	69259277	69357033	97756
57453	11	117427772	117817525	389753
574537	4	69588417	69639642	51225
57455	19	1815248	1848483	33235
57456	3	44737661	44761619	23958
57458	12	94567122	94650557	83435
57459	1	153789030	153923360	134330
5746	2	208359714	208854503	494789
57460	12	62643994	62935150	291156
57461	3	129127415	129161063	33648
57462	9	34366666	34376898	10232
57463	1	109504178	109509738	5560
57464	7	129434432	129488399	53967
57465	16	2475051	2509671	34620
57466	21	31671000	31732118	61118
57467	3	42692663	42702824	10161
57468	20	46021690	46060150	38460
57469	19	46486906	46495879	8973
5747	8	140657900	141002216	344316
57470	1	3778559	3796498	17939
57471	2	157318631	157327713	9082
57472	5	180494379	180578358	83979
57473	20	63956704	63969930	13226
57474	19	12576100	12640098	63998
57475	14	67533290	67589612	56322
57476	11	123358428	123627774	269346
57477	X	50586796	50814302	227506
57478	16	23061406	23149452	88046
57479	19	49591182	49626439	35257
57480	6	150599883	150843665	243782
57481	X	119078635	119150579	71944
57482	4	56049098	56330609	281511
57484	4	140859807	141212877	353070
57486	5	65722205	65871725	149520
57488	7	158730995	158830253	99258
57489	1	86346824	86396342	49518
57491	5	321714	438291	116577
57492	6	156776020	157210779	434759
57493	3	124965710	125055997	90287
57494	12	8681600	8783095	101495
57495	4	37244743	37449463	204720
57496	16	14071319	14266773	195454
57497	6	40391591	40587364	195773
57498	2	8721081	8837630	116549
575	8	142449430	142545009	95579
57501	3	128909866	129002690	92824
57502	X	5840637	6228867	388230
57504	2	42494569	42756947	262378
57505	6	44298731	44313347	14616
57506	20	3846799	3876123	29324
57507	5	124636913	124748807	111894
57508	17	61865367	61928016	62649
57509	8	17643795	17801094	157299
57510	6	43522334	43576038	53704
57511	13	39655627	39791666	136039
57512	10	25174802	25602229	427427
57513	17	75500261	75515537	15276
57514	3	119294383	119420714	126331
57515	6	122443351	122471807	28456
57519	15	42575606	42720998	145392
57520	2	196189099	196593684	404585
57521	17	80544819	80966371	421552
57522	12	63843761	64162217	318456
57523	14	24399003	24419283	20280
57524	16	2177180	2196605	19425
57526	X	100291644	100410273	118629
57528	5	144170873	144485686	314813
57529	X	110358848	110456334	97486
5753	20	63528001	63537376	9375
57530	1	151510510	151538692	28182
57531	6	104728094	104859919	131825
57532	17	29255839	29294148	38309
57533	4	6909242	7033118	123876
57534	18	21704957	21870953	165996
57535	1	109113679	109206781	93102
57536	18	36829106	37232172	403066
57537	4	7192538	7742827	550289
57538	15	84817356	84873479	56123
57539	2	19910263	19990105	79842
5754	6	43076307	43161719	85412
57540	1	11479155	11537551	58396
57541	7	149126416	149183042	56626
57542	12	27780048	27803040	22992
57544	14	52429472	52552547	123075
57545	4	15469865	15601552	131687
57546	16	66878589	66895754	17165
57547	17	16620734	16653856	33122
57549	1	159927039	159945613	18574
57551	17	29390363	29551903	161540
57552	3	172630249	172711218	80969
57553	22	17787649	18024561	236912
57554	1	69567922	70151945	584023
57555	17	7404874	7419860	14986
57556	5	116443555	116574823	131268
57558	11	78188812	78215232	26420
57559	10	88879734	88975153	95419
5756	12	43793723	43806328	12605
57560	3	160256986	160399880	142894
57561	5	91368631	91383317	14686
57562	11	101915010	102001062	86052
57563	4	87160103	87240314	80211
57565	18	32672673	32773023	100350
57567	16	57994676	58000672	5996
57568	1	232397965	232630571	232606
57569	11	110577042	110713189	136147
5757	2	231706895	231713551	6656
57570	14	60971441	60981170	9729
57571	11	67414968	67425607	10639
57572	19	11199295	11262524	63229
57573	19	56507850	56530221	22371
57574	2	216257865	216372483	114618
57575	4	133149294	133208606	59312
57576	1	20664014	20718017	54003
57577	3	113964137	114056594	92457
57578	14	93333219	93707876	374657
57579	6	70412941	70561174	148233
57580	20	48624252	48827999	203747
57582	9	135702185	135795508	93323
57583	6	158536436	158635433	98997
57584	10	24583609	24723887	140278
57585	16	1612337	1677908	65571
57586	11	45240302	45286341	46039
57587	4	185159665	185209504	49839
57589	9	5629025	5776557	147532
57590	2	223855716	223945357	89641
57591	22	40410281	40636719	226438
57592	1	151281618	151292176	10558
57593	20	2692780	2760108	67328
57594	14	23272422	23299796	27374
57595	X	153802166	153830565	28399
57596	14	100537147	100587417	50270
57597	17	81395457	81466331	70874
57599	3	39052013	39096671	44658
576	1	31727117	31764893	37776
57600	4	158769026	158908050	139024
57602	17	78787381	78841441	54060
57604	8	12945642	13031503	85861
57605	12	122983480	123151090	167610
57606	4	48341529	48426201	84672
57608	10	30012803	30115494	102691
57609	12	50504985	50748657	243672
57610	16	67723070	67806560	83490
57611	15	74100311	74138540	38229
57613	12	13044381	13142521	98140
57614	18	62187255	62310249	122994
57615	19	22634324	22667671	33347
57616	19	31149979	31349436	199457
57617	15	40894450	40903975	9525
57619	4	76435229	76783253	348024
57620	4	26857601	27025381	167780
57621	6	151364115	151391559	27444
57622	19	39306566	39320863	14297
57623	8	134477788	134713049	235261
57624	2	225399710	225729887	330177
57626	13	69700594	70108493	407899
57628	2	114442299	115845780	1403481
5763	12	6765516	6770952	5436
57630	4	169094259	169270956	176697
57631	X	115110616	115234096	123480
57633	3	3799431	3849834	50403
57634	12	131949942	132080460	130518
57636	17	38419280	38512385	93105
57639	7	77122434	77329533	207099
5764	7	137227341	137343774	116433
57642	20	63293186	63334851	41665
57643	1	45016399	45306209	289810
57644	20	34955810	35002437	46627
57645	1	166839447	166856359	16912
57646	11	113797874	113875572	77698
57647	12	124946825	124989131	42306
57648	1	32741830	32774970	33140
57649	17	28905250	28951771	46521
57650	3	108549864	108589644	39780
57653	9	97238497	97377287	138790
57654	4	1345691	1395989	50298
57655	19	34994784	35026471	31687
57657	1	155277463	155289848	12385
57658	12	53708517	53727745	19228
57659	17	7459366	7484263	24897
57661	11	576470	612222	35752
57662	19	7595863	7618304	22441
57663	19	57119138	57131926	12788
57664	19	48837092	48868617	31525
57665	2	18554723	18560679	5956
57666	12	132489551	132585188	95637
57669	2	120013077	120179119	166042
57670	7	138831381	138981389	150008
57673	6	107065182	107115515	50333
57674	17	80260852	80398794	137942
57677	19	36334453	36379201	44748
57678	10	112149865	112215377	65512
57679	2	201700267	201782112	81845
5768	1	180154869	180204030	49161
57680	14	21385194	21456126	70932
57683	2	206274663	206314427	39764
57684	9	122915566	122931512	15946
57685	1	64470129	64693058	222929
57687	16	77788564	77980107	191543
57688	5	61332258	61546172	213914
57689	11	40114203	41459773	1345570
57690	17	77958703	78108822	150119
57691	6	57046532	57059041	12509
57692	X	76427710	76431342	3632
57693	19	9140397	9163424	23027
57695	2	218450251	218568351	118100
57696	12	123602077	123620943	18866
57697	14	45135930	45200890	64960
57698	10	116881477	117126586	245109
57699	6	36740775	36839444	98669
577	6	68635282	69390571	755289
5770	20	50510321	50585241	74920
57700	10	114821744	114899832	78088
57701	12	49791146	49828750	37604
57703	2	179944876	180007297	62421
57704	9	35736866	35749228	12362
57705	10	48684873	48982956	298083
57706	9	123379654	123930152	550498
57707	16	84476355	84554033	77678
57708	1	66924895	66988619	63724
57709	3	170459548	170586075	126527
5771	18	12785478	12929643	144165
57710	1	180912897	180951614	38717
57711	19	36534774	36605276	70502
57713	10	7158624	7411488	252864
57715	10	100969504	100985871	16367
57716	19	40393766	40414793	21027
57717	5	141182387	141186226	3839
57718	14	94146128	94279734	133606
57719	19	17323223	17334855	11632
57720	9	130053426	130140169	86743
57721	4	118685392	118715433	30041
57722	15	65381484	65422947	41463
57724	18	45800581	45967329	166748
57727	20	46060991	46089962	28971
57728	4	39182504	39285810	103306
57730	2	97492663	97589877	97214
57731	19	40466241	40576464	110223
57732	4	2269582	2418651	149069
57733	4	22692914	22819575	126661
5774	9	109375466	109498313	122847
5775	2	119759922	119984899	224977
57758	11	9019476	9138114	118638
57761	20	362835	397559	34724
57763	5	73552190	73565667	13477
5777	12	6946468	6961316	14848
5778	1	202147012	202161588	14576
57786	7	5045821	5069487	23666
57787	19	45079288	45305284	225996
57794	19	19276018	19320509	44491
57795	1	177170958	177282422	111464
57798	7	92447482	92460075	12593
57799	16	589357	629272	39915
578	6	33572547	33580293	7746
5780	15	75463251	75579315	116064
57801	1	998962	1000172	1210
57804	11	67350772	67356972	6200
57805	8	22604757	22620964	16207
5781	12	112418351	112509918	91567
57817	19	35280716	35285143	4427
57818	2	168901291	168910000	8709
57819	6	31797396	31806966	9570
5782	7	77537295	77640069	102774
57820	14	20311368	20333312	21944
57821	1	169394870	169460669	65799
57822	1	24199558	24364482	164924
57823	1	160739057	160754821	15764
57824	5	143812161	143820716	8555
57826	X	132203024	132219480	16456
57827	6	31658298	31660778	2480
57828	19	38335775	38370943	35168
57829	1	237877864	237890922	13058
5783	4	86594315	86815171	220856
57830	11	71538025	71539209	1184
57834	19	15912367	15934867	22500
57835	2	74216242	74343416	127174
5784	1	214348700	214552449	203749
5786	20	2873420	3039076	165656
57862	14	73886617	73932521	45904
57863	1	159171609	159203313	31704
57864	9	112878920	112890876	11956
5787	12	70515870	70637440	121570
5788	1	198638457	198759342	120885
5789	9	8314246	10613002	2298756
579	4	13540830	13544508	3678
5790	11	67435510	67437682	2172
5791	10	127907103	128085855	178752
5792	1	43525187	43623666	98479
5793	3	61561569	62297609	736040
5794	19	55181247	55209506	28259
5795	11	47980425	48170839	190414
5796	6	127968785	128520616	551831
5797	18	7566782	8406861	840079
5798	2	219289623	219309648	20025
5799	7	157539056	158587823	1048767
58	1	229430365	229434104	3739
580	2	214725646	214809683	84037
5800	12	15322257	15602175	279918
5801	12	70638073	70920738	282665
5802	19	5158495	5340812	182317
5803	7	121873089	122062036	188947
5805	11	112226367	112269955	43588
5806	3	157436850	157443633	6783
581	19	48954815	48961798	6983
5810	5	34905260	34918989	13729
5813	5	140107777	140125619	17842
5814	7	44876299	44885530	9231
58155	1	96721665	96823738	102073
58157	14	77265483	77271206	5723
58158	12	55019974	55030017	10043
5816	22	36800684	36819479	18795
58160	7	102973354	102988856	15502
5817	19	44643798	44666162	22364
5818	11	119623408	119729200	105792
58189	16	84294846	84329844	34998
5819	19	44846175	44889223	43048
58190	2	218397136	218405941	8805
58191	17	4733533	4739928	6395
582	11	66510606	66533613	23007
5820	8	127794513	128188202	393689
5822	21	44107373	44131181	23808
5824	1	160276807	160286348	9541
5825	1	94418389	94518666	100277
5826	14	74285269	74303055	17786
5827	12	132687587	132704985	17398
5828	8	76980258	77001044	20786
5829	12	120210439	120265771	55332
583	16	56465640	56582667	117027
5830	12	7188685	7218574	29889
5831	17	81932384	81942412	10028
5832	10	95605941	95656711	50770
5833	17	81900958	81911432	10474
5834	20	25248085	25298012	49927
5836	14	50857891	50944483	86592
5837	11	64746389	64759974	13585
58472	15	45631148	45691281	60133
58473	11	73646178	73662819	16641
58475	11	60378485	60395951	17466
58476	20	34704339	34713439	9100
58477	3	133784023	133825772	41749
58478	4	82430590	82461177	30587
58480	1	228735479	228746664	11185
58484	2	32224453	32265732	41279
58485	17	7930345	7932123	1778
58486	11	10812074	10858796	46722
58487	11	85657742	85682908	25166
58488	17	55751051	55842830	91779
58489	15	80679684	80755621	75937
58490	20	38033725	38127780	94055
58491	19	56595265	56626481	31216
58492	19	2933218	2944971	11753
58493	9	112683926	112718149	34223
58494	21	25639258	25717562	78304
58495	20	17956979	18059188	102209
58496	6	31669976	31673776	3800
58497	1	151008420	151035713	27293
58498	7	44138864	44141332	2468
58499	9	106863166	107013634	150468
585	15	72686186	72742006	55820
58500	8	144876497	144902168	25671
58503	4	70397931	70410195	12264
58504	10	48446036	48656265	210229
58505	4	108650585	108667820	17235
58506	19	49642209	49658642	16433
58508	7	152134922	152436644	301722
58509	19	3610645	3626815	16170
58510	19	35799988	35813299	13311
58511	1	84398484	84415018	16534
58512	1	34865436	34929650	64214
58513	19	16355225	16472085	116860
58515	3	53884417	53891885	7468
58516	12	31280584	31327058	46474
58517	14	73058532	73123899	65367
58524	9	976655	991732	15077
58525	19	15419978	15449956	29978
58526	X	38801440	38806537	5097
58527	6	139028745	139043302	14557
58528	6	89364616	89412273	47657
58529	10	73631612	73641474	9862
58530	6	31715348	31717919	2571
58531	16	11273199	11273629	430
58533	14	34561093	34630160	69067
58538	2	201644870	201698694	53824
5858	12	9148840	9208395	59555
5859	3	49095932	49105130	9198
586	12	24810024	24949101	139077
5860	4	17460261	17512206	51945
5861	2	65070696	65130331	59635
5862	8	60516936	60623644	106708
5863	6	33291654	33298942	7288
5864	19	18196784	18204042	7258
5865	1	51907956	51990700	82744
5866	11	61897301	61920269	22968
5867	1	229271062	229305894	34832
5868	3	19947097	19985175	38078
5869	12	55973913	55996683	22770
587	19	48795062	48811029	15967
5870	11	73675638	73761137	85499
5871	11	64784918	64803241	18323
5872	1	153981617	153986358	4741
5873	15	55202966	55319113	116147
5874	18	54717860	54895516	177656
5875	14	24265538	24271611	6073
5876	1	75786197	75795086	8889
5877	1	202878282	202889149	10867
5878	17	42124978	42155044	30066
5879	7	6374527	6403967	29440
5880	22	37225270	37259594	34324
5881	17	82031678	82034204	2526
5883	11	67317871	67398410	80539
5884	5	69369293	69414801	45508
5885	8	116845934	116874776	28842
5886	19	12945855	12953642	7787
5887	9	107283137	107332192	49055
5888	15	40694774	40732340	37566
5889	17	58692573	58735611	43038
5890	14	67819779	68730218	910439
5891	14	102224500	102305190	80690
5892	17	35092221	35121522	29301
5893	12	911736	990053	78317
5894	3	12582101	12664201	82100
5896	11	36510372	36593156	82784
5897	11	36575574	36598279	22705
5898	7	39623565	39708120	84555
58985	1	24119771	24143140	23369
58986	16	370788	387113	16325
5899	2	120240064	120294710	54646
59	10	88934822	88991339	56517
590	3	165772904	165837462	64558
5900	9	133097720	133149334	51614
5901	12	130872037	130877678	5641
5902	22	20115938	20127355	11417
5903	2	108719482	108785810	66328
5905	22	41244779	41286187	41408
5906	1	111542218	111716691	174473
59067	4	122610108	122621066	10958
5908	12	68610855	68671901	61046
59082	11	105137714	105531697	393983
59084	6	46159185	46170980	11795
5909	1	21596221	21669357	73136
5910	4	98261384	98443858	182474
5911	13	97434169	97469128	34959
5912	3	153162226	153170627	8401
5913	11	47437764	47449143	11379
5914	17	40309180	40357643	48463
5915	3	24687887	25597932	910045
5916	12	53210567	53232980	22413
5917	5	168486451	168519301	32850
5918	3	158696892	158732489	35597
5919	7	150338317	150341662	3345
5920	11	63536808	63548808	12000
5921	5	87267883	87391931	124048
5922	3	141487027	141615344	128317
5923	15	78959906	79090780	130874
5924	5	80960363	81230162	269799
5925	13	48303744	48599436	295692
5926	14	58298504	58373887	75383
59269	1	41506365	42035925	529560
5927	12	280057	389320	109263
59271	21	32412006	32515397	103391
59272	X	15494566	15607236	112670
59274	15	81000923	81005788	4865
59277	12	95657807	95791189	133382
5928	1	32651142	32686211	35069
59283	19	53962937	53990215	27278
59284	19	53909278	53943950	34672
59285	19	53991637	54012666	21029
59286	19	9827892	9830115	2223
5929	1	205086142	205122015	35873
593	19	41397808	41425002	27194
5930	16	24537693	24572863	35170
59307	11	405715	417455	11740
5931	X	16839283	16870362	31079
5932	18	22798261	23026488	228227
5933	20	36996349	37095997	99648
59335	9	130664594	130682986	18392
59336	6	99606774	99615578	8804
59338	10	122374696	122432354	57658
59339	8	38901235	38973912	72677
5934	16	53433977	53491648	57671
59340	18	24460637	24479961	19324
59341	12	109783087	109833406	50319
59342	17	56978129	57006768	28639
59343	3	185582496	185633551	51055
59344	17	8095900	8119047	23147
59345	3	179396088	179451476	55388
59348	19	51964340	51986856	22516
59349	1	202891116	202928636	37520
5935	X	48574449	48581162	6713
59350	4	158315311	158653372	338061
59351	6	138215986	138218491	2505
59352	1	202193799	202319781	125982
59353	X	101078879	101096367	17488
5936	11	66638667	66668374	29707
5937	2	160272151	160493807	221656
5939	12	56521820	56596193	74373
594	6	80106647	80346270	239623
5940	Y	21534879	21549326	14447
5947	3	139517434	139539829	22395
5948	3	139452884	139480747	27863
594837	6	132815307	132815379	72
594838	6	132816802	132816877	75
594839	6	132817219	132817348	129
594840	8	134598071	134600689	2618
594842	8	121639293	121994185	354892
594855	15	74826627	74831802	5175
594857	10	127549309	127553540	4231
5949	10	47348363	47357881	9518
595	11	69641156	69654474	13318
5950	10	93591687	93601744	10057
595098	15	66503243	66503314	71
595099	15	66502020	66502091	71
595100	15	66501250	66501318	68
595135	9	40900523	41074965	174442
5954	11	32091074	32105722	14648
5955	15	76931738	76954393	22655
5956	X	154144243	154159032	14789
5957	17	9896320	9905271	8951
5959	12	55720367	55724705	4338
596	18	63123346	63320128	196782
5961	6	42696598	42722597	25999
5962	11	109864295	110296712	432417
5965	12	21468910	21501669	32759
5966	2	60881491	60931612	50121
5967	2	79120362	79123409	3047
5968	2	79085023	79088019	2996
597	15	79960892	79971196	10304
5970	11	65653599	65663090	9491
5971	19	45001461	45038192	36731
5972	1	204154819	204190324	35505
5973	X	153935269	153944687	9418
5976	19	18831959	18868230	36271
5977	11	65333843	65354262	20419
5978	4	56907876	56966808	58932
5979	10	43077064	43130351	53287
598	20	31664452	31723989	59537
5980	6	111299028	111483715	184687
5981	4	39287456	39366375	78919
5982	7	74231499	74254458	22959
5983	13	33818069	33966558	148489
5984	3	186789880	186807058	17178
5985	12	118013588	118033130	19542
5986	17	82047902	82051831	3929
5987	6	28903002	28923988	20986
5988	22	29438583	29442455	3872
5989	19	13961530	14007039	45509
599	14	23298790	23311751	12961
5990	19	5993164	6199572	206408
5991	9	3218297	3526004	307707
5992	12	106583004	106762803	179799
5993	1	151340640	151347326	6686
5994	13	36819222	36829104	9882
5995	10	84230666	84259960	29294
5996	1	192575763	192580024	4261
5997	1	192809039	192812275	3236
5998	9	113444731	113597743	153012
5999	1	163068775	163076802	8027
60	7	5526409	5563902	37493
6000	1	240767636	241357374	589738
6001	10	119499817	119542719	42902
6002	4	3293021	3439913	146892
6003	1	192636138	192660311	24173
6004	1	182598623	182604389	5766
6005	6	49605175	49636839	31664
6006	1	25362249	25430192	67943
6007	1	25272393	25330445	58052
6009	7	151466012	151520120	54108
6010	3	129528639	129535344	6705
6011	13	113667219	113737736	70517
6013	9	5334930	5339876	4946
6014	18	42743227	43115691	372464
6015	6	33208500	33212722	4222
6016	1	155897808	155911404	13596
6017	15	89209869	89221614	11745
6018	1	40161387	40240921	79534
6019	9	5299864	5304716	4852
602	19	44747705	44760044	12339
6023	9	35657754	35658017	263
6029	14	49586580	49586878	298
60312	4	7758714	7939926	181212
60313	1	45627304	45688113	60809
60314	12	53299695	53307177	7482
60343	X	154506159	154516242	10083
6035	14	20801228	20802855	1627
6036	14	20955487	20956436	949
6037	14	20891385	20892348	963
60370	10	97677424	97687241	9817
6038	14	20684560	20701216	16656
60385	19	49739753	49763306	23553
60386	17	75272981	75289510	16529
6039	14	20781268	20782467	1199
604	3	187721377	187745725	24348
60401	X	66595637	66639298	43661
6041	1	182573634	182589256	15622
60412	7	133253072	134067137	814065
60436	20	36573488	36593950	20462
60437	20	59958423	60034011	75588
6045	1	185045497	185102603	57106
6046	6	32968594	32981505	12911
60467	3	139104185	139125171	20986
60468	6	89926528	90296843	370315
6047	4	2462220	2515857	53637
6048	6	32178405	32180793	2388
60481	6	53267398	53349179	81781
60482	2	107986523	108013994	27471
60484	1	156619331	156625725	6394
60485	14	50632058	50668306	36248
60487	6	125986479	126203817	217338
60488	12	27710822	27756295	45473
60489	22	39077067	39087743	10676
6049	13	26132115	26222314	90199
60490	15	75023586	75117462	93876
60491	2	200889327	200903938	14611
60492	11	83259081	83286390	27309
60493	20	3146519	3159865	13346
60494	11	86374736	86423109	48373
60495	10	98457077	99235862	778785
60496	11	106075501	106098699	23198
605	12	122019422	122062044	42622
6050	11	494512	507300	12788
60506	X	41447343	41475710	28367
60509	2	27042364	27070622	28258
6051	1	201982372	202006147	23775
60526	2	20684014	20823130	139116
60528	17	12991612	13018065	26453
60529	11	44260440	44310139	49699
60558	4	44678420	44700928	22508
60559	4	176319966	176332245	12279
60560	9	85941146	86025462	84316
60561	7	105532169	105567677	35508
6059	4	145098288	145129524	31236
60592	4	140257286	140385728	128442
60598	20	44745865	44752313	6448
6060	1	16740516	16740679	163
60625	20	38962299	39039723	77424
60626	11	207708	215113	7405
6063	1	144551779	144551943	164
606495	1	54169651	54200036	30385
6066	17	43233787	43233977	190
60672	1	12019466	12032045	12579
60673	12	52069246	52077495	8249
60674	1	173851424	173868940	17516
60675	3	71771655	71785206	13551
60676	1	176463171	176845601	382430
60677	15	72284727	72320157	35430
60678	3	128153481	128408646	255165
60680	19	3224661	3297076	72415
60681	17	41812680	41823213	10533
60682	6	70667776	70862011	194235
60684	4	183659267	183713594	54327
60685	6	37819727	38154624	334897
60686	14	22985894	23010166	24272
607	1	147541501	147626216	84715
6070	2	97664591	97664731	140
6079	11	75400391	75400538	147
608	16	11965210	11968068	2858
6082	2	231456444	231456523	79
6083	1	92837289	92837383	94
6084	7	148987136	148987248	112
6085	7	148983755	148983856	101
6086	7	148963315	148963410	95
6091	3	78597239	79767998	1170759
6092	3	75906695	77649964	1743269
6093	18	20944612	21111813	167201
6094	11	62611722	62615116	3394
6095	15	60488284	61229302	741018
6096	9	74497335	74693177	195842
6097	1	151806071	151831845	25774
6098	6	117287353	117425942	138589
610	19	589881	617159	27278
6100	7	33094797	33109405	14608
6101	8	54509422	54871720	362298
6102	X	46837043	46882358	45315
6103	X	38269163	38327544	58381
611	7	128772485	128775794	3309
6117	17	1829702	1900082	70380
6118	1	27891524	27914746	23222
6119	7	7636518	7718607	82089
6120	2	210002565	210022260	19695
6121	1	68428822	68451103	22281
6122	22	39312882	39320389	7507
6123	16	1943974	1957606	13632
6124	15	66498015	66524532	26517
6125	1	92832013	92841924	9911
6128	12	112405189	112418838	13649
6129	8	73290242	73295789	5547
613	22	23179704	23318037	138333
6130	9	133348218	133351426	3208
613037	16	30222897	30255268	32371
613126	7	92134563	92180725	46162
6132	8	144789765	144792587	2822
613209	8	11982256	11984590	2334
613210	8	11973937	11974599	662
613211	8	11993174	12000752	7578
613212	5	127649082	127658630	9548
613227	12	50952538	50970607	18069
6133	4	39452587	39458931	6344
6134	X	154389955	154409168	19213
6135	1	23691742	23696835	5093
6136	9	127447674	127451406	3732
6137	16	89560677	89567834	7157
6138	3	23916591	23924374	7783
6139	18	49488453	49492508	4055
6141	19	48615328	48619184	3856
6142	19	17859910	17864153	4243
6143	17	39200283	39204840	4557
6144	13	27251362	27259609	8247
6146	1	6185020	6209389	24369
6147	17	28719985	28724359	4374
6150	11	1947278	1984522	37244
6152	3	101681091	101686733	5642
6154	17	8377516	8383213	5697
6155	17	42998273	43002959	4686
6156	8	98024851	98046469	21618
6157	11	8682788	8714759	31971
6158	19	55385932	55403250	17318
6159	3	51993522	51995895	2373
6160	2	101002229	101024032	21803
6161	3	12834485	12841582	7097
6164	4	108620569	108630484	9915
6165	3	197950190	197956610	6420
6166	14	49618530	49620626	2096
6167	5	40825262	40835222	9960
6168	2	216498825	216579180	80355
6169	17	74203582	74210655	7073
617	2	218658764	218663443	4679
6170	X	119786504	119791630	5126
6171	12	56116590	56117967	1377
6173	X	101390824	101396155	5331
6175	12	120196699	120201235	4536
6176	15	69452814	69456205	3391
618	2	47335315	47335514	199
6181	11	805438	812883	7445
6182	17	81703367	81707517	4150
6183	19	38930944	38933168	2224
6184	3	128619969	128681075	61106
6185	20	37178410	37241619	63209
6187	16	1962058	1964841	2783
6188	11	75399515	75422280	22765
6189	4	151099624	151104642	5018
6191	X	72255679	72277248	21569
619189	15	43794162	43800220	6058
6192	Y	2841602	2932000	90398
619207	10	133453928	133523558	69630
619208	6	112087591	112102790	15199
619279	8	80628451	80874781	246330
6193	19	58386400	58394806	8406
619344	8	95206876	95216525	9649
619351	8	29654314	29770539	116225
619373	8	30131671	30144665	12994
619383	11	93721513	93721865	352
6194	9	19375715	19380236	4521
619418	8	7564350	7567360	3010
619434	8	142198319	142209003	10684
619455	X	141176743	141649927	473184
619499	13	27255401	27255526	125
6195	1	26529761	26575030	45269
619518	1	54236440	54239063	2623
619552	11	2134134	2134209	75
619553	16	15643294	15643372	78
619554	8	41660441	41660508	67
619555	14	101052446	101052525	79
619556	9	114209434	114209529	95
619562	11	8684227	8684356	129
619563	3	12840312	12840450	138
619564	5	40832656	40832735	79
619565	11	811681	811814	133
619568	3	186787612	186787749	137
619569	2	206162228	206162359	131
619570	5	181243312	181243379	67
619571	5	181241814	181241892	78
6196	6	166409364	166906451	497087
6197	X	20149911	20267519	117608
6198	17	59893046	59950574	57528
6199	11	67428460	67435401	6941
6201	2	3575260	3580920	5660
6202	1	44775251	44778779	3528
6203	19	54200809	54249003	48194
6204	6	34417454	34426069	8615
6205	19	49496365	49499708	3343
6206	6	132814569	132817564	2995
6207	11	17074388	17077715	3327
6208	5	150442635	150449739	7104
6209	19	1438358	1440495	2137
6210	16	18781295	18790383	9088
6217	19	39433137	39435949	2812
6218	15	82536750	82540459	3709
622	3	197509783	197573323	63540
6222	6	33272075	33276511	4436
6223	19	41860255	41872925	12670
6224	8	56067254	56074510	7256
6227	20	62387103	62388520	1417
6228	5	82273320	82278396	5076
6229	10	78033760	78056813	23053
623	14	96256210	96268967	12757
6230	11	119015712	119018691	2979
6231	12	56041351	56044697	3346
6232	1	153990762	153992155	1393
6233	2	55231903	55235853	3950
6234	19	8321158	8323340	2182
6235	14	49570984	49599164	28180
6236	16	66921685	66925535	3850
6237	19	49635292	49640143	4851
6238	20	17613678	17682295	68617
6239	6	7107597	7251980	144383
624	14	96204679	96244166	39487
6240	11	4094707	4138932	44225
6241	2	10120698	10211725	91027
6242	2	74425835	74442422	16587
6247	X	18639688	18672108	32420
6248	1	15659713	15662033	2320
6249	12	122271432	122422669	151237
6251	10	16590611	16817463	226852
6252	14	59595976	59870776	274800
6253	19	45485294	45497055	11761
6256	9	134317098	134440585	123487
6257	6	33193588	33200665	7077
6258	1	165400922	165445355	44433
6259	3	134065303	134250859	185556
6261	19	38433691	38595273	161582
6262	1	237042184	237833988	791804
6263	15	33310962	33866121	555159
627	11	27654893	27722058	67165
6271	1	153627926	153632039	4113
6272	1	109309568	109397918	88350
6273	1	153561108	153567890	6782
6274	1	153547329	153549258	1929
6275	1	153543613	153550136	6523
