"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HP","Female infertility","HP:0008222","1","0","85","235","1","5080","5618"
"HP","Elevated circulating follicle stimulating hormone level","HP:0008232","1","0","57","235","2","5080","2100,148867"
"HP","Pituitary corticotropic cell adenoma","HP:0008291","1","0","13","235","1","5080","1030"
"HP","Decreased activity of mitochondrial complex II","HP:0008314","1","0","17","235","1","5080","64116"
"HP","Elevated creatine kinase after exercise","HP:0008331","1","0","12","235","1","5080","270"
"HP","Decreased activity of mitochondrial complex IV","HP:0008347","1","0","68","235","1","5080","64116"
"HP","Hyperprolinemia","HP:0008358","1","0","18","235","1","5080","763"
"HP","Abnormality of the calcaneus","HP:0008364","1","0","36","235","1","5080","8788"
"HP","Abnormal talus morphology","HP:0008365","1","0","71","235","1","5080","4094"
"HP","Foot joint contracture","HP:0008366","1","0","149","235","1","5080","127833"
"HP","Abnormal tarsal ossification","HP:0008369","1","0","9","235","1","5080","23169"
"HP","Puberty and gonadal disorders","HP:0008373","1","0","574","235","24","5080","8788,7466,6777,6496,5836,57582,56246,5618,55630,5468,5261,5122,51085,50940,3952,3643,3170,3060,286,2538,2132,2099,170302,148867"
"HP","Aplasia/Hypoplasia of the nails","HP:0008386","1","0","259","235","8","5080","8788,84720,79068,64840,51085,4882,23169,170302"
"HP","Abnormal toenail morphology","HP:0008388","1","0","164","235","3","5080","79068,64840,23169"
"HP","Ridged fingernail","HP:0008402","1","0","9","235","1","5080","55630"
"HP","Nail dystrophy","HP:0008404","1","0","144","235","3","5080","6720,64840,4094"
"HP","Vertebral hypoplasia","HP:0008417","1","0","36","235","1","5080","23169"
"HP","Vertebral wedging","HP:0008422","1","0","19","235","1","5080","4882"
"HP","Hypoplastic vertebral bodies","HP:0008479","1","0","17","235","1","5080","23169"
"HP","Aplasia/Hypoplasia of the vertebrae","HP:0008515","1","0","36","235","1","5080","23169"
"HP","Aplasia/Hypoplasia of the sacrum","HP:0008517","1","0","19","235","1","5080","3110"
"HP","Aplasia/Hypoplasia involving the vertebral column","HP:0008518","1","0","74","235","2","5080","3110,23169"
"HP","Absence of pubertal development","HP:0008197","1","0","31","235","1","5080","2099"
"HP","Abnormal coccyx morphology","HP:0008519","1","0","9","235","1","5080","10584"
"HP","Primary gonadal insufficiency","HP:0008193","1","0","16","235","1","5080","7466"
"HP","Pes valgus","HP:0008081","1","0","56","235","1","5080","3098"
"HP","Optic disc hypoplasia","HP:0007766","1","0","20","235","1","5080","9935"
"HP","Impaired smooth pursuit","HP:0007772","1","0","41","235","2","5080","773,6311"
"HP","Anterior chamber synechiae","HP:0007833","1","0","32","235","1","5080","5080"
"HP","Attenuation of retinal blood vessels","HP:0007843","1","0","141","235","1","5080","3098"
"HP","Corneal opacity","HP:0007957","1","0","283","235","13","5080","9935,6898,6720,64840,57462,5080,4094,3990,3931,336,255738,1413,10584"
"HP","Gaze-evoked horizontal nystagmus","HP:0007979","1","0","18","235","1","5080","773"
"HP","Abnormality of macular pigmentation","HP:0008002","1","0","47","235","1","5080","146167"
"HP","Abnormal iris pigmentation","HP:0008034","1","0","146","235","4","5080","9935,7299,51085,5053"
"HP","Abnormal retinal vascular morphology","HP:0008046","1","0","278","235","7","5080","8788,6239,51085,5080,462,3098,2538"
"HP","Abnormality of the vasculature of the eye","HP:0008047","1","0","410","235","10","5080","8788,6720,6239,55630,51085,5080,462,4547,3098,2538"
"HP","Abnormal line of Schwalbe morphology","HP:0008048","1","0","58","235","3","5080","6239,5080,146167"
"HP","Abnormality of the palpebral fissures","HP:0008050","1","0","886","235","17","5080","9935,91252,8788,84720,81788,773,6239,57178,51085,4774,4094,286,284111,283209,23261,170302,10584"
"HP","Aplasia/Hypoplasia of the iris","HP:0008053","1","0","127","235","3","5080","9935,64840,5080"
"HP","Aplasia/Hypoplasia affecting the uvea","HP:0008055","1","0","127","235","3","5080","9935,64840,5080"
"HP","Aplasia/Hypoplasia affecting the eye","HP:0008056","1","0","493","235","15","5080","9935,81788,7360,7299,6496,64840,6239,5950,5080,4094,3170,26007,256297,170302,146167"
"HP","Aplasia/Hypoplasia affecting the fundus","HP:0008057","1","0","174","235","8","5080","9935,7360,7299,5080,4094,3170,256297,146167"
"HP","Aplasia/Hypoplasia of the optic nerve","HP:0008058","1","0","128","235","4","5080","9935,5080,3170,256297"
"HP","Aplasia/Hypoplasia affecting the anterior segment of the eye","HP:0008062","1","0","140","235","3","5080","9935,64840,5080"
"HP","Aplasia/Hypoplasia of the lens","HP:0008063","1","0","20","235","1","5080","5080"
"HP","Ichthyosis","HP:0008064","1","0","144","235","2","5080","6720,128486"
"HP","Aplasia/Hypoplasia of the skin","HP:0008065","1","0","206","235","4","5080","91252,64840,5468,50940"
"HP","Abnormal blistering of the skin","HP:0008066","1","0","115","235","1","5080","55630"
"HP","Abnormally lax or hyperextensible skin","HP:0008067","1","0","178","235","5","5080","91252,8788,51085,4882,3643"
"HP","Neoplasm of the skin","HP:0008069","1","0","218","235","3","5080","7299,64840,50940"
"HP","Sparse hair","HP:0008070","1","0","381","235","7","5080","816,79574,6720,64840,4094,3242,2132"
"HP","Mildly elevated creatine kinase","HP:0008180","1","0","61","235","1","5080","3033"
"HP","Congenital sensorineural hearing impairment","HP:0008527","1","0","58","235","2","5080","7466,3784"
"HP","Abnormally folded helix","HP:0008544","1","0","93","235","3","5080","6239,4774,283209"
"HP","Microtia","HP:0008551","1","0","191","235","2","5080","8788,4094"
"HP","Distal upper limb muscle weakness","HP:0008959","1","0","48","235","2","5080","773,3098"
"HP","Muscle hypertrophy of the lower extremities","HP:0008968","1","0","53","235","3","5080","63924,5346,3156"
"HP","Leg muscle stiffness","HP:0008969","1","0","16","235","1","5080","6843"
"HP","Decreased activity of mitochondrial respiratory chain","HP:0008972","1","0","142","235","1","5080","64116"
"HP","Calf muscle hypertrophy","HP:0008981","1","0","50","235","3","5080","63924,5346,3156"
"HP","Proximal muscle weakness in lower limbs","HP:0008994","1","0","72","235","2","5080","3991,3156"
"HP","Proximal muscle weakness in upper limbs","HP:0008997","1","0","64","235","2","5080","3991,3156"
"HP","Foot dorsiflexor weakness","HP:0009027","1","0","141","235","6","5080","6311,5446,5444,1610,127833,10891"
"HP","Distal lower limb muscle weakness","HP:0009053","1","0","96","235","5","5080","6843,4547,3098,127833,126129"
"HP","Increased muscle lipid content","HP:0009058","1","0","37","235","1","5080","3156"
"HP","Infantile axial hypotonia","HP:0009062","1","0","48","235","1","5080","6496"
"HP","Progressive proximal muscle weakness","HP:0009073","1","0","23","235","1","5080","5837"
"HP","Speech articulation difficulties","HP:0009088","1","0","35","235","1","5080","25970"
"HP","Aplasia/Hypoplasia involving the pelvis","HP:0009103","1","0","75","235","3","5080","91252,8788,64840"
"HP","Aplasia/Hypoplasia involving the femoral head and neck","HP:0009108","1","0","47","235","2","5080","91252,8788"
"HP","Aplasia/hypoplasia involving the skeleton","HP:0009115","1","0","1233","235","22","5080","9935,91252,90993,8788,84720,6843,64840,64116,6239,57178,5080,5053,4882,3110,286,25970,23261,23169,2132,170302,1317,127833"
"HP","Aplasia/Hypoplasia involving bones of the skull","HP:0009116","1","0","858","235","15","5080","9935,90993,8788,84720,6843,6239,57178,5080,5053,286,25970,23261,2132,170302,127833"
"HP","Aplasia/Hypoplasia of the mandible","HP:0009118","1","0","849","235","15","5080","9935,90993,8788,84720,6843,6239,57178,5080,5053,286,25970,23261,2132,170302,127833"
"HP","Aplasia/hypoplasia affecting bones of the axial skeleton","HP:0009122","1","0","960","235","18","5080","9935,90993,8788,84720,6843,64840,6239,57178,5080,5053,3110,286,25970,23261,23169,2132,170302,127833"
"HP","Lipodystrophy","HP:0009125","1","0","124","235","6","5080","64788,63924,5468,5346,3991,208"
"HP","Abnormality of the musculature of the limbs","HP:0009127","1","0","651","235","24","5080","9420,91252,773,6843,63924,6311,5468,5446,5444,5346,4547,3991,3156,3098,284111,270,2548,1610,1317,127833,126129,113278,111,10891"
"HP","Upper limb amyotrophy","HP:0009129","1","0","84","235","5","5080","9420,91252,3156,3098,113278"
"HP","Hand muscle atrophy","HP:0009130","1","0","56","235","2","5080","91252,113278"
"HP","Osteolysis involving bones of the feet","HP:0009134","1","0","12","235","1","5080","9935"
"HP","Infantile muscular hypotonia","HP:0008947","1","0","214","235","8","5080","8788,84720,6496,4094,3767,2548,170302,162417"
"HP","Distal lower limb amyotrophy","HP:0008944","1","0","61","235","2","5080","3098,126129"
"HP","Axial hypotonia","HP:0008936","1","0","338","235","14","5080","816,7360,6844,6833,6496,57582,3767,3643,3098,284111,23261,170302,1317,111"
"HP","Childhood-onset truncal obesity","HP:0008915","1","0","31","235","2","5080","5122,4160"
"HP","Hypoplastic helices","HP:0008589","1","0","10","235","1","5080","5053"
"HP","Abnormal middle ear morphology","HP:0008609","1","0","395","235","6","5080","92579,8788,6239,56172,51085,3643"
"HP","Bilateral sensorineural hearing impairment","HP:0008619","1","0","79","235","1","5080","3784"
"HP","Urethral stenosis","HP:0008661","1","0","56","235","1","5080","51085"
"HP","Clitoral hypertrophy","HP:0008665","1","0","69","235","2","5080","5468,3643"
"HP","Abnormal spermatogenesis","HP:0008669","1","0","179","235","5","5080","6928,56246,50940,286,144132"
"HP","Calcium oxalate nephrolithiasis","HP:0008672","1","0","16","235","1","5080","189"
"HP","Enlarged polycystic ovaries","HP:0008675","1","0","16","235","1","5080","2099"
"HP","Renal hypoplasia/aplasia","HP:0008678","1","0","358","235","8","5080","6928,6496,64840,6239,51085,4774,25970,170302"
"HP","Aplasia/hypoplasia of the uterus","HP:0008684","1","0","81","235","3","5080","745,6928,2099"
"HP","Bilateral cryptorchidism","HP:0008689","1","0","54","235","2","5080","56246,10584"
"HP","Testicular dysgenesis","HP:0008715","1","0","13","235","1","5080","170302"
"HP","Bone spicule pigmentation of the retina","HP:0007737","1","0","127","235","1","5080","3098"
"HP","Hypoplasia of the ovary","HP:0008724","1","0","92","235","2","5080","5080,3952"
"HP","Hypoplasia of penis","HP:0008736","1","0","410","235","10","5080","745,6496,51085,3952,3670,286,2132,170302,148867,10584"
"HP","Obsessive-compulsive trait","HP:0008770","1","0","33","235","2","5080","51085,2328"
"HP","Aplasia/Hypoplasia of the ear","HP:0008771","1","0","215","235","2","5080","8788,4094"
"HP","Aplasia/Hypoplasia of the external ear","HP:0008772","1","0","208","235","2","5080","8788,4094"
"HP","Abnormal prostate morphology","HP:0008775","1","0","40","235","1","5080","3081"
"HP","Abnormal renal artery morphology","HP:0008776","1","0","27","235","2","5080","51085,255738"
"HP","Hypoplastic pelvis","HP:0008839","1","0","16","235","1","5080","64840"
"HP","Severe postnatal growth retardation","HP:0008850","1","0","40","235","2","5080","7466,3643"
"HP","Feeding difficulties in infancy","HP:0008872","1","0","606","235","17","5080","8788,84720,7466,7360,7173,6843,6496,6239,57178,51085,5009,389434,3033,2806,2548,170302,127833"
"HP","Disproportionate short-limb short stature","HP:0008873","1","0","110","235","4","5080","90993,64116,4882,23169"
"HP","Postnatal growth retardation","HP:0008897","1","0","260","235","11","5080","8788,7466,6777,6718,6524,6514,5836,5261,4094,3643,10584"
"HP","Rhizomelia","HP:0008905","1","0","67","235","1","5080","90993"
"HP","Decreased testicular size","HP:0008734","1","0","185","235","5","5080","55630,3952,3170,170302,144132"
"HP","Iris hypopigmentation","HP:0007730","1","0","62","235","1","5080","7299"
"HP","Paroxysmal involuntary eye movements","HP:0007704","1","0","38","235","1","5080","84504"
"HP","Abnormality of retinal pigmentation","HP:0007703","1","0","323","235","9","5080","80201,7466,7299,7274,5080,4547,3098,3033,1356"
"HP","Focal hemiclonic seizure","HP:0006813","1","0","26","235","1","5080","57582"
"HP","Aplasia/Hypoplasia of the cerebellar vermis","HP:0006817","1","0","320","235","6","5080","79068,7436,3784,2806,256297,127833"
"HP","Cranial nerve paralysis","HP:0006824","1","0","288","235","7","5080","9935,83854,6843,56172,3098,127833,113278"
"HP","Atrophy of the spinal cord","HP:0006827","1","0","19","235","1","5080","9420"
"HP","Severe muscular hypotonia","HP:0006829","1","0","66","235","2","5080","6843,64116"
"HP","Acute encephalopathy","HP:0006846","1","0","13","235","1","5080","745"
"HP","Cerebellar vermis atrophy","HP:0006855","1","0","61","235","2","5080","773,64116"
"HP","Severe expressive language delay","HP:0006863","1","0","12","235","1","5080","25970"
"HP","Pontocerebellar atrophy","HP:0006879","1","0","9","235","1","5080","6095"
"HP","Impaired distal vibration sensation","HP:0006886","1","0","54","235","1","5080","126129"
"HP","Intellectual disability, progressive","HP:0006887","1","0","39","235","1","5080","170302"
"HP","Congenital nystagmus","HP:0006934","1","0","23","235","1","5080","5080"
"HP","Olivopontocerebellar hypoplasia","HP:0006955","1","0","13","235","1","5080","6311"
"HP","Periventricular leukomalacia","HP:0006970","1","0","53","235","2","5080","5091,3098"
"HP","Sleep-wake cycle disturbance","HP:0006979","1","0","46","235","1","5080","6496"
"HP","Upper limb spasticity","HP:0006986","1","0","32","235","1","5080","9420"
"HP","Alobar holoprosencephaly","HP:0006988","1","0","9","235","1","5080","6496"
"HP","Poor fine motor coordination","HP:0007010","1","0","66","235","2","5080","8788,55532"
"HP","Poor gross motor coordination","HP:0007015","1","0","18","235","1","5080","23261"
"HP","Attention deficit hyperactivity disorder","HP:0007018","1","0","416","235","15","5080","8912,773,6496,6239,57582,57178,51085,5053,5009,4774,3739,3060,284111,25970,23261"
"HP","Progressive spastic paraplegia","HP:0007020","1","0","33","235","1","5080","126129"
"HP","Generalized hyperreflexia","HP:0007034","1","0","16","235","1","5080","113278"
"HP","Anterior encephalocele","HP:0007035","1","0","18","235","1","5080","6496"
"HP","Multifocal cerebral white matter abnormalities","HP:0007052","1","0","16","235","1","5080","2548"
"HP","Inferior cerebellar vermis hypoplasia","HP:0007068","1","0","16","235","1","5080","7436"
"HP","Cerebral hypomyelination","HP:0006808","1","0","30","235","1","5080","84720"
"HP","Hyperactive deep tendon reflexes","HP:0006801","1","0","28","235","1","5080","6311"
"HP","Neoplasm of the stomach","HP:0006753","1","0","84","235","2","5080","50940,1030"
"HP","Squamous cell carcinoma of the skin","HP:0006739","1","0","22","235","1","5080","7299"
"HP","Aplasia/Hypoplasia involving bones of the feet","HP:0006494","1","0","295","235","4","5080","8788,64840,57178,4882"
"HP","Aplasia/hypoplasia involving bones of the upper limbs","HP:0006496","1","0","571","235","10","5080","9935,91252,8788,84720,64840,57178,4882,23261,2132,170302"
"HP","Abnormal femoral epiphysis morphology","HP:0006499","1","0","86","235","3","5080","91252,7173,389434"
"HP","Abnormal lower limb epiphysis morphology","HP:0006500","1","0","94","235","4","5080","91252,8788,7173,389434"
"HP","Aplasia/Hypoplasia of the radius","HP:0006501","1","0","81","235","2","5080","9935,4882"
"HP","Aplasia/hypoplasia involving forearm bones","HP:0006503","1","0","99","235","3","5080","9935,4882,2132"
"HP","Abnormal limb epiphysis morphology","HP:0006505","1","0","137","235","5","5080","91252,8788,7173,4882,389434"
"HP","Chronic pulmonary obstruction","HP:0006510","1","0","37","235","1","5080","6239"
"HP","Interstitial pneumonitis","HP:0006515","1","0","16","235","1","5080","6777"
"HP","Chronic lung disease","HP:0006528","1","0","42","235","1","5080","6496"
"HP","Abnormal pulmonary interstitial morphology","HP:0006530","1","0","159","235","2","5080","6777,10144"
"HP","Recurrent pneumonia","HP:0006532","1","0","139","235","5","5080","6720,56246,3952,2328,10747"
"HP","Decreased amplitude of sensory action potentials","HP:0007078","1","0","24","235","1","5080","3098"
"HP","Airway obstruction","HP:0006536","1","0","136","235","1","5080","6239"
"HP","Wide intermamillary distance","HP:0006610","1","0","124","235","1","5080","8788"
"HP","Multiple rib fractures","HP:0006640","1","0","11","235","1","5080","90993"
"HP","Reduced systolic function","HP:0006673","1","0","23","235","1","5080","26007"
"HP","Aplasia/Hypoplasia of the lungs","HP:0006703","1","0","162","235","4","5080","8788,745,64840,1317"
"HP","Abnormal atrioventricular valve morphology","HP:0006705","1","0","187","235","5","5080","745,6239,51085,3081,286"
"HP","Aplasia/Hypoplasia of the nipples","HP:0006709","1","0","58","235","2","5080","8788,64840"
"HP","Aplasia/Hypoplasia of the clavicles","HP:0006710","1","0","53","235","1","5080","64840"
"HP","Aplasia/Hypoplasia involving bones of the thorax","HP:0006711","1","0","193","235","3","5080","8788,64840,23169"
"HP","Aplasia/Hypoplasia of the ribs","HP:0006712","1","0","138","235","3","5080","8788,64840,23169"
"HP","Aplasia/Hypoplasia of the scapulae","HP:0006713","1","0","31","235","2","5080","8788,23169"
"HP","Pancreatic adenocarcinoma","HP:0006725","1","0","33","235","1","5080","6690"
"HP","Follicular thyroid carcinoma","HP:0006731","1","0","17","235","1","5080","50940"
"HP","Acute hepatic failure","HP:0006554","1","0","34","235","2","5080","64840,3033"
"HP","Type I transferrin isoform profile","HP:0003642","1","0","22","235","1","5080","4351"
"HP","Demyelinating peripheral neuropathy","HP:0007108","1","0","61","235","1","5080","3098"
"HP","Sensorimotor neuropathy","HP:0007141","1","0","95","235","1","5080","55532"
"HP","Abnormal septum pellucidum morphology","HP:0007375","1","0","113","235","2","5080","6496,3170"
"HP","Abnormality of somatosensory evoked potentials","HP:0007377","1","0","21","235","1","5080","7274"
"HP","Neoplasm of the genitourinary tract","HP:0007379","1","0","232","235","8","5080","6928,6927,56246,50940,5080,3784,3110,2132"
"HP","Facial telangiectasia","HP:0007380","1","0","16","235","1","5080","170302"
"HP","Irregular hyperpigmentation","HP:0007400","1","0","238","235","6","5080","9935,64840,50940,3643,3081,1030"
"HP","Macular atrophy","HP:0007401","1","0","47","235","1","5080","3098"
"HP","Discoid lupus rash","HP:0007417","1","0","38","235","1","5080","221895"
"HP","Spontaneous hematomas","HP:0007420","1","0","19","235","1","5080","2165"
"HP","Confetti-like hypopigmented macules","HP:0007449","1","0","9","235","1","5080","1030"
"HP","Abnormal dermatoglyphics","HP:0007477","1","0","318","235","5","5080","92579,91252,8788,64840,283209"
"HP","Prematurely aged appearance","HP:0007495","1","0","173","235","3","5080","7299,51085,3643"
"HP","Follicular hyperkeratosis","HP:0007502","1","0","30","235","2","5080","6720,5950"
"HP","Generalized hypopigmentation","HP:0007513","1","0","36","235","2","5080","7299,5053"
"HP","Hypohidrosis or hyperhidrosis","HP:0007550","1","0","222","235","12","5080","773,7351,7066,6927,6898,6833,3767,3172,3060,284111,229,170302"
"HP","Plantar hyperkeratosis","HP:0007556","1","0","130","235","1","5080","6898"
"HP","Multiple cafe-au-lait spots","HP:0007565","1","0","64","235","1","5080","50940"
"HP","Reticular hyperpigmentation","HP:0007588","1","0","12","235","1","5080","64840"
"HP","Bilateral microphthalmos","HP:0007633","1","0","25","235","1","5080","5080"
"HP","Dyschromatopsia","HP:0007641","1","0","60","235","2","5080","5950,5080"
"HP","Punctate cataract","HP:0007648","1","0","14","235","1","5080","4094"
"HP","Abnormality of chorioretinal pigmentation","HP:0007661","1","0","15","235","1","5080","5080"
"HP","Reduced visual acuity","HP:0007663","1","0","598","235","14","5080","9935,7466,7299,6720,64840,6095,5950,57178,5230,51085,5080,4547,3098,146167"
"HP","Peripheral retinal avascularization","HP:0007685","1","0","9","235","1","5080","8788"
"HP","Abnormal pupillary function","HP:0007686","1","0","95","235","2","5080","773,3060"
"HP","Ocular anterior segment dysgenesis","HP:0007700","1","0","328","235","10","5080","9935,64840,5950,5080,4094,389692,3739,169792,146167,1412"
"HP","Atrophy/Degeneration involving the corticospinal tracts","HP:0007372","1","0","42","235","1","5080","126129"
"HP","Aplasia/Hypoplasia of the corpus callosum","HP:0007370","1","0","772","235","19","5080","84842,84504,7360,6844,6496,64840,6095,57582,57178,5080,5053,4774,4094,3170,3098,2806,2678,170302,113612"
"HP","Atrophy/Degeneration affecting the cerebrum","HP:0007369","1","0","700","235","20","5080","84504,773,7466,7360,6928,6496,64116,6311,57582,57178,57094,55630,5105,4094,284111,2806,23261,170302,1317,127833"
"HP","Atrophy/Degeneration affecting the central nervous system","HP:0007367","1","0","884","235","29","5080","9420,84504,79068,773,7466,7360,6928,6496,64116,6311,57582,57462,57178,57094,56246,55630,5446,5444,5105,4094,284111,2806,23261,170302,1610,1317,127833,126129,10891"
"HP","Distal upper limb amyotrophy","HP:0007149","1","0","69","235","2","5080","91252,113278"
"HP","Periventricular heterotopia","HP:0007165","1","0","43","235","1","5080","57178"
"HP","Motor polyneuropathy","HP:0007178","1","0","39","235","2","5080","6843,127833"
"HP","Peripheral hypomyelination","HP:0007182","1","0","9","235","1","5080","3098"
"HP","Diffuse white matter abnormalities","HP:0007204","1","0","36","235","1","5080","170302"
"HP","Facial paralysis","HP:0007209","1","0","11","235","1","5080","773"
"HP","Lower limb amyotrophy","HP:0007210","1","0","88","235","5","5080","9420,3156,3098,128486,126129"
"HP","Decreased distal sensory nerve action potential","HP:0007230","1","0","9","235","1","5080","3098"
"HP","Progressive gait ataxia","HP:0007240","1","0","30","235","1","5080","773"
"HP","Abnormal pyramidal sign","HP:0007256","1","0","437","235","21","5080","9420,84842,84504,773,7276,7274,6843,6311,6095,57462,5446,5444,4547,3739,23261,1807,170302,1610,126129,113612,10891"
"HP","Atypical absence seizure","HP:0007270","1","0","36","235","1","5080","773"
"HP","Oromotor apraxia","HP:0007301","1","0","28","235","1","5080","6496"
"HP","Proximal amyotrophy","HP:0007126","1","0","56","235","1","5080","127833"
"HP","Bipolar affective disorder","HP:0007302","1","0","38","235","1","5080","6239"
"HP","Impaired pain sensation","HP:0007328","1","0","82","235","1","5080","3098"
"HP","Frontoethmoidal encephalocele","HP:0007330","1","0","17","235","1","5080","6496"
"HP","Bilateral tonic-clonic seizure with focal onset","HP:0007334","1","0","53","235","2","5080","57582,3767"
"HP","Lower limb muscle weakness","HP:0007340","1","0","232","235","12","5080","9420,6843,6311,5446,5444,4547,3991,3098,1610,127833,126129,10891"
"HP","Abnormal morphology of the limbic system","HP:0007343","1","0","52","235","2","5080","57094,23261"
"HP","Atrophy/Degeneration involving the spinal cord","HP:0007344","1","0","21","235","1","5080","9420"
"HP","Cerebellar calcifications","HP:0007352","1","0","12","235","1","5080","57462"
"HP","Focal-onset seizure","HP:0007359","1","0","344","235","13","5080","8789,816,776,773,6844,57582,57094,56246,3767,284111,23261,170302,1317"
"HP","Aplasia/Hypoplasia of the cerebellum","HP:0007360","1","0","538","235","12","5080","79068,7436,6496,6311,6095,51085,3784,2806,26007,256297,23261,127833"
"HP","Abnormal pons morphology","HP:0007361","1","0","116","235","3","5080","6496,6311,6095"
"HP","Aplasia/Hypoplasia of the brainstem","HP:0007362","1","0","90","235","2","5080","7436,111"
"HP","Aplasia/Hypoplasia of the cerebrum","HP:0007364","1","0","1606","235","44","5080","9935,92579,8788,84842,84720,84504,81788,81615,816,79068,773,7360,6898,6844,6777,6496,64840,6239,6095,57582,57462,57178,56246,55532,55180,5080,5053,4774,4094,3739,3643,3242,3170,3098,286,284111,2806,2678,256297,2132,1807,170302,162417,113612"
"HP","Short stepped shuffling gait","HP:0007311","1","0","16","235","1","5080","6311"
"HP","Middle age onset","HP:0003596","1","0","254","235","7","5080","9420,80201,5837,57462,389692,3784,3156"
"HP","Infantile onset","HP:0003593","1","0","1393","235","57","5080","9971,9935,9095,8912,8789,8647,84842,84504,81615,816,773,7436,7173,7066,6927,6844,6843,6566,6514,6476,57582,57178,56172,55630,55180,5261,5105,5091,5009,4774,4351,3767,3242,3156,3081,3060,29071,286,283209,2678,256297,2538,23261,2266,2244,2243,2132,208,189,146167,142680,1317,113612,113278,113220,111,10019"
"HP","Congenital onset","HP:0003577","1","0","1110","235","40","5080","9971,90993,84842,84720,81788,816,79574,79068,776,773,7436,7299,7066,6720,6496,64840,64116,56172,5313,5091,5080,4882,4094,3784,3739,3651,3643,3110,3098,2266,2244,2243,222546,2165,2132,208,170302,1412,127833,113612"
"HP","Frequent falls","HP:0002359","1","0","139","235","2","5080","773,111"
"HP","Sleep abnormality","HP:0002360","1","0","590","235","23","5080","9971,8647,816,7466,6843,6496,6311,5836,57582,5446,5444,5261,51085,3060,2203,2132,1807,170302,162417,1610,127833,10891,10019"
"HP","Shuffling gait","HP:0002362","1","0","41","235","1","5080","6311"
"HP","Abnormal brainstem morphology","HP:0002363","1","0","284","235","7","5080","83854,773,7436,6496,6311,6095,111"
"HP","Hypoplasia of the brainstem","HP:0002365","1","0","90","235","2","5080","7436,111"
"HP","Visual hallucination","HP:0002367","1","0","26","235","1","5080","773"
"HP","Poor coordination","HP:0002370","1","0","39","235","1","5080","51085"
"HP","Febrile seizure (within the age range of 3 months to 6 years)","HP:0002373","1","0","148","235","5","5080","8912,773,57094,4094,170302"
"HP","Diminished movement","HP:0002374","1","0","82","235","1","5080","1356"
"HP","Developmental regression","HP:0002376","1","0","429","235","11","5080","84842,84504,816,773,7466,7360,7274,57582,284111,170302,128486"
"HP","Hand tremor","HP:0002378","1","0","42","235","2","5080","2645,23261"
"HP","Aphasia","HP:0002381","1","0","96","235","2","5080","773,6239"
"HP","Focal impaired awareness seizure","HP:0002384","1","0","129","235","6","5080","816,776,773,57582,57094,1317"
"HP","EEG with polyspike wave complexes","HP:0002392","1","0","49","235","3","5080","84720,6843,127833"
"HP","Lower limb hyperreflexia","HP:0002395","1","0","89","235","3","5080","84842,7436,113612"
"HP","Cogwheel rigidity","HP:0002396","1","0","32","235","2","5080","3739,1356"
"HP","Limb dysmetria","HP:0002406","1","0","16","235","1","5080","9420"
"HP","Myokymia","HP:0002411","1","0","20","235","1","5080","111"
"HP","Spina bifida","HP:0002414","1","0","135","235","5","5080","9935,64840,6239,6095,10584"
"HP","Leukodystrophy","HP:0002415","1","0","102","235","3","5080","8789,84504,5091"
"HP","Abnormal midbrain morphology","HP:0002418","1","0","81","235","2","5080","6496,6311"
"HP","Poor head control","HP:0002421","1","0","236","235","8","5080","816,773,6843,64116,284111,170302,127833,111"
"HP","Long-tract sign","HP:0002423","1","0","437","235","21","5080","9420,84842,84504,773,7276,7274,6843,6311,6095,57462,5446,5444,4547,3739,23261,1807,170302,1610,126129,113612,10891"
"HP","Meningocele","HP:0002435","1","0","44","235","1","5080","6239"
"HP","Cerebellar malformation","HP:0002438","1","0","267","235","8","5080","79068,64840,51085,4774,4094,3784,25970,148867"
"HP","Memory impairment","HP:0002354","1","0","151","235","7","5080","7274,6843,57462,5053,3060,23261,1356"
"HP","Dyscalculia","HP:0002442","1","0","24","235","1","5080","773"
"HP","EEG abnormality","HP:0002353","1","0","541","235","15","5080","8912,84720,773,6844,6843,6833,64116,57582,57094,5105,4094,3767,284111,170302,127833"
"HP","Cerebellar cyst","HP:0002350","1","0","167","235","2","5080","79068,3784"
"HP","Fair hair","HP:0002286","1","0","20","235","1","5080","5053"
"HP","Alopecia of scalp","HP:0002293","1","0","45","235","1","5080","55630"
"HP","Absent hair","HP:0002298","1","0","61","235","1","5080","79574"
"HP","Brittle hair","HP:0002299","1","0","56","235","1","5080","64840"
"HP","Akinesia","HP:0002304","1","0","41","235","1","5080","1356"
"HP","Athetosis","HP:0002305","1","0","167","235","8","5080","776,773,6833,5091,284111,25970,170302,111"
"HP","Chiari malformation","HP:0002308","1","0","109","235","6","5080","64840,51085,4774,4094,25970,148867"
"HP","Orofacial dyskinesia","HP:0002310","1","0","28","235","1","5080","111"
"HP","Incoordination","HP:0002311","1","0","284","235","6","5080","773,7274,6095,51085,113278,111"
"HP","Clumsiness","HP:0002312","1","0","86","235","2","5080","7274,113278"
"HP","Degeneration of the lateral corticospinal tracts","HP:0002314","1","0","22","235","1","5080","126129"
"HP","Headache","HP:0002315","1","0","347","235","13","5080","9365,776,773,7276,7066,57462,5230,3060,25970,2099,162417,1030,10019"
"HP","Unsteady gait","HP:0002317","1","0","195","235","7","5080","84842,773,6311,284111,23261,2132,113612"
